id,country,age,gender,ws1,ws2,ws3,ws4,ws5,ws6,ws7,ws8,ws9,ws10,issue,answer,position,type,argument,value
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_lying,1,no,other,13,3
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_lying,1,no,other,16,3
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_lying,1,no,other,20,5
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_parents_children,2,no,self,2,3
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_parents_children,2,no,self,5,3
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_parents_children,2,no,self,7,2
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_parents_children,2,no,self,11,2
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_parents_children,2,no,self,13,3
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_parents_children,2,no,self,18,3
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_parents_children,2,no,self,19,2
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_parents_children,2,yes,other,2,2
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_parents_children,2,yes,other,5,4
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_parents_children,2,yes,other,7,3
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_parents_children,2,yes,other,11,3
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_parents_children,2,yes,other,13,1
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_parents_children,2,yes,other,18,2
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_parents_children,2,yes,other,19,2
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_soft_drugs,1,yes,self,3,2
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_soft_drugs,1,yes,self,6,5
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_soft_drugs,1,yes,self,7,3
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_soft_drugs,1,yes,self,11,3
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_soft_drugs,1,yes,self,13,4
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_soft_drugs,1,yes,self,17,3
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_soft_drugs,1,yes,self,19,4
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_soft_drugs,1,no,other,3,3
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_soft_drugs,1,no,other,6,3
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_soft_drugs,1,no,other,7,3
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_soft_drugs,1,no,other,11,3
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_soft_drugs,1,no,other,13,3
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_soft_drugs,1,no,other,17,3
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,just_soft_drugs,1,no,other,19,2
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,sexual_freedom,2,no,self,3,5
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,sexual_freedom,2,no,self,4,1
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,sexual_freedom,2,no,self,8,5
R_1BWV0jQiqcHl83w,187,39,2,1,1,1,1,1,1,1,1,1,1,sexual_freedom,2,no,self,10,2
